start_S_H,start_S_W,start_S_A,end_S_H,end_S_W,end_S_A
0.035,0.515,0.45,0.3353277106427772,0.6646722893572229,0.0
0.035,0.55,0.415,0.3353277106427775,0.6646722893572226,0.0
0.035,0.585,0.38,0.33532771064277817,0.6646722893572219,0.0
0.035,0.62,0.345,0.33532771064277767,0.6646722893572223,0.0
0.035,0.655,0.31,0.33532771064277767,0.6646722893572223,0.0
0.035,0.69,0.275,0.3353277106427772,0.6646722893572229,0.0
0.035,0.725,0.24,0.33532771064277767,0.6646722893572223,0.0
0.035,0.76,0.205,0.3353277106427772,0.6646722893572229,0.0
0.035,0.795,0.17,0.335327710642778,0.6646722893572221,0.0
0.03,0.83,0.14,0.33532771064277817,0.6646722893572219,0.0
0.035,0.86,0.105,0.335327710642778,0.6646722893572221,0.0
0.035,0.895,0.07,0.33532771064277817,0.6646722893572219,0.0
0.035,0.93,0.035,0.3353277106427775,0.6646722893572226,0.0
0.035,0.965,0.0,0.3353277106427775,0.6646722893572226,0.0
0.07,0.0,0.93,1.0,0.0,0.0
0.07,0.035,0.895,0.33233203572844205,0.6676679642715581,0.0
0.07,0.07,0.86,0.3323320357284413,0.6676679642715588,0.0
0.065,0.105,0.83,0.33233203572844155,0.6676679642715585,0.0
0.065,0.14,0.795,0.33233203572844255,0.6676679642715575,0.0
0.07,0.17,0.76,0.3323320357284423,0.6676679642715578,0.0
0.07,0.205,0.725,0.33233203572844205,0.6676679642715581,0.0
0.07,0.24,0.69,0.33233203572844155,0.6676679642715585,0.0
0.07,0.275,0.655,0.33233203572844205,0.6676679642715581,0.0
0.07,0.31,0.62,0.3323320357284423,0.6676679642715578,0.0
0.07,0.345,0.585,0.33233203572844205,0.6676679642715581,0.0
0.07,0.38,0.55,0.3323320357284418,0.6676679642715583,0.0
0.07,0.415,0.515,0.3323320357284418,0.6676679642715583,0.0
0.065,0.45,0.485,0.3323320357284423,0.6676679642715578,0.0
0.065,0.485,0.45,0.3323320357284418,0.6676679642715583,0.0
0.07,0.515,0.415,0.33233203572844205,0.6676679642715581,0.0
0.07,0.55,0.38,0.3323320357284418,0.6676679642715583,0.0
0.07,0.585,0.345,0.33233203572844205,0.6676679642715581,0.0
0.07,0.62,0.31,0.3323320357284423,0.6676679642715578,0.0
0.07,0.655,0.275,0.3323320357284413,0.6676679642715588,0.0
0.07,0.69,0.24,0.3323320357284404,0.6676679642715597,0.0
0.07,0.725,0.205,0.33233203572844155,0.6676679642715585,0.0
0.07,0.76,0.17,0.3323320357284418,0.6676679642715583,0.0
0.065,0.795,0.14,0.33532771064277767,0.6646722893572223,0.0
0.065,0.83,0.105,0.335327710642778,0.6646722893572221,0.0
0.07,0.86,0.07,0.3353277106427775,0.6646722893572226,0.0
0.07,0.895,0.035,0.335327710642778,0.6646722893572221,0.0
0.07,0.93,0.0,0.33532771064277767,0.6646722893572223,0.0
0.105,0.0,0.895,1.0,0.0,0.0
0.105,0.035,0.86,0.3353277106427772,0.6646722893572229,0.0
0.1,0.07,0.83,0.3323320357284413,0.6676679642715588,0.0
0.1,0.105,0.795,0.3323320357284418,0.6676679642715583,0.0
0.1,0.14,0.76,0.33233203572844155,0.6676679642715585,0.0
0.105,0.17,0.725,0.3323320357284418,0.6676679642715583,0.0
0.105,0.205,0.69,0.3323320357284413,0.6676679642715588,0.0
0.105,0.24,0.655,0.3323320357284418,0.6676679642715583,0.0
0.105,0.275,0.62,0.33233203572844155,0.6676679642715585,0.0
0.105,0.31,0.585,0.33233203572844155,0.6676679642715585,0.0
0.105,0.345,0.55,0.3323320357284418,0.6676679642715583,0.0
0.105,0.38,0.515,0.3323320357284418,0.6676679642715583,0.0
0.1,0.415,0.485,0.3323320357284413,0.6676679642715588,0.0
0.1,0.45,0.45,0.33233203572844205,0.6676679642715581,0.0
0.1,0.485,0.415,0.3323320357284423,0.6676679642715578,0.0
0.105,0.515,0.38,0.33233203572844155,0.6676679642715585,0.0
0.105,0.55,0.345,0.33233203572844255,0.6676679642715575,0.0
0.105,0.585,0.31,0.33233203572844155,0.6676679642715585,0.0
0.105,0.62,0.275,0.3323320357284413,0.6676679642715588,0.0
0.105,0.655,0.24,0.33233203572844205,0.6676679642715581,0.0
0.105,0.69,0.205,0.3323320357284418,0.6676679642715583,0.0
0.105,0.725,0.17,0.33233203572844205,0.6676679642715581,0.0
0.1,0.76,0.14,0.33233203572844205,0.6676679642715581,0.0
0.1,0.795,0.105,0.3323320357284418,0.6676679642715583,0.0
0.1,0.83,0.07,0.3323320357284418,0.6676679642715583,0.0
0.105,0.86,0.035,0.33233203572844255,0.6676679642715575,0.0
0.105,0.895,0.0,0.3353277106427775,0.6646722893572226,0.0
0.14,0.0,0.86,1.0,0.0,0.0
0.135,0.035,0.83,0.3353277106427772,0.6646722893572229,0.0
0.135,0.07,0.795,0.3353277106427772,0.6646722893572229,0.0
0.135,0.105,0.76,0.3323320357284418,0.6676679642715583,0.0
0.135,0.14,0.725,0.3323320357284418,0.6676679642715583,0.0
0.14,0.17,0.69,0.3323320357284418,0.6676679642715583,0.0
0.14,0.205,0.655,0.33233203572844205,0.6676679642715581,0.0
0.14,0.24,0.62,0.33233203572844155,0.6676679642715585,0.0
0.14,0.275,0.585,0.33233203572844155,0.6676679642715585,0.0
0.14,0.31,0.55,0.3323320357284423,0.6676679642715578,0.0
0.14,0.345,0.515,0.3323320357284418,0.6676679642715583,0.0
0.135,0.38,0.485,0.3323320357284413,0.6676679642715588,0.0
0.135,0.415,0.45,0.3323320357284413,0.6676679642715588,0.0
0.135,0.45,0.415,0.3323320357284418,0.6676679642715583,0.0
0.135,0.485,0.38,0.3323320357284423,0.6676679642715578,0.0
0.14,0.515,0.345,0.3323320357284423,0.6676679642715578,0.0
0.14,0.55,0.31,0.33233203572844205,0.6676679642715581,0.0
0.14,0.585,0.275,0.3323320357284418,0.6676679642715583,0.0
0.14,0.62,0.24,0.3323320357284413,0.6676679642715588,0.0
0.14,0.655,0.205,0.33233203572844205,0.6676679642715581,0.0
0.14,0.69,0.17,0.3323320357284413,0.6676679642715588,0.0
0.135,0.725,0.14,0.3323320357284418,0.6676679642715583,0.0
0.135,0.76,0.105,0.3353277106427772,0.6646722893572229,0.0
0.135,0.795,0.07,0.3353277106427772,0.6646722893572229,0.0
0.135,0.83,0.035,0.33532771064277767,0.6646722893572223,0.0
0.14,0.86,0.0,0.33233203572844155,0.6676679642715585,0.0
0.17,0.0,0.83,1.0,0.0,0.0
0.17,0.035,0.795,0.3353277106427775,0.6646722893572226,0.0
0.17,0.07,0.76,0.3353277106427775,0.6646722893572226,0.0
0.17,0.105,0.725,0.3353277106427772,0.6646722893572229,0.0
0.17,0.14,0.69,0.33532771064277767,0.6646722893572223,0.0
0.175,0.17,0.655,0.33532771064277767,0.6646722893572223,0.0
0.175,0.205,0.62,0.335327710642778,0.6646722893572221,0.0
0.175,0.24,0.585,0.3353277106427775,0.6646722893572226,0.0
0.175,0.275,0.55,0.33532771064277767,0.6646722893572223,0.0
0.175,0.31,0.515,0.33532771064277767,0.6646722893572223,0.0
0.17,0.345,0.485,0.3353277106427775,0.6646722893572226,0.0
0.17,0.38,0.45,0.3353277106427775,0.6646722893572226,0.0
0.17,0.415,0.415,0.3323320357284418,0.6676679642715583,0.0
0.17,0.45,0.38,0.33233203572844155,0.6676679642715585,0.0
0.17,0.485,0.345,0.3323320357284418,0.6676679642715583,0.0
0.175,0.515,0.31,0.3323320357284418,0.6676679642715583,0.0
0.175,0.55,0.275,0.33233203572844155,0.6676679642715585,0.0
0.175,0.585,0.24,0.33233203572844205,0.6676679642715581,0.0
0.175,0.62,0.205,0.3323320357284418,0.6676679642715583,0.0
0.175,0.655,0.17,0.3353277106427775,0.6646722893572226,0.0
0.17,0.69,0.14,0.3353277106427775,0.6646722893572226,0.0
0.17,0.725,0.105,0.3323320357284423,0.6676679642715578,0.0
0.17,0.76,0.07,0.33532771064277767,0.6646722893572223,0.0
0.17,0.795,0.035,0.335327710642778,0.6646722893572221,0.0
0.17,0.83,0.0,0.3323320357284418,0.6676679642715583,0.0
0.205,0.0,0.795,1.0,0.0,0.0
0.205,0.035,0.76,0.33233203572844155,0.6676679642715585,0.0
0.205,0.07,0.725,0.33532771064277817,0.6646722893572219,0.0
0.205,0.105,0.69,0.335327710642778,0.6646722893572221,0.0
0.205,0.14,0.655,0.3353277106427775,0.6646722893572226,0.0
0.21,0.17,0.62,0.335327710642778,0.6646722893572221,0.0
0.21,0.205,0.585,0.33532771064277767,0.6646722893572223,0.0
0.21,0.24,0.55,0.3353277106427772,0.6646722893572229,0.0
0.21,0.275,0.515,0.33532771064277767,0.6646722893572223,0.0
0.205,0.31,0.485,0.3353277106427775,0.6646722893572226,0.0
0.205,0.345,0.45,0.3353277106427772,0.6646722893572229,0.0
0.205,0.38,0.415,0.3353277106427772,0.6646722893572229,0.0
0.205,0.415,0.38,0.335327710642777,0.664672289357223,0.0
0.205,0.45,0.345,0.33532771064277767,0.6646722893572223,0.0
0.205,0.485,0.31,0.3323320357284413,0.6676679642715588,0.0
0.21,0.515,0.275,0.33233203572844205,0.6676679642715581,0.0
0.21,0.55,0.24,0.33233203572844155,0.6676679642715585,0.0
0.21,0.585,0.205,0.335327710642777,0.664672289357223,0.0
0.21,0.62,0.17,0.236194782454053,0.5700452175036762,0.19376000004227079
0.205,0.655,0.14,0.23685692292541097,0.5949030770385313,0.16824000003605782
0.205,0.69,0.105,0.23685692292541083,0.5949030770385314,0.16824000003605782
0.205,0.725,0.07,0.335327710642778,0.6646722893572221,0.0
0.205,0.76,0.035,0.3353277106427785,0.6646722893572216,0.0
0.205,0.795,0.0,0.33233203572844255,0.6676679642715575,0.0
0.24,0.0,0.76,1.0,0.0,0.0
0.24,0.035,0.725,0.33233203572844155,0.6676679642715585,0.0
0.24,0.07,0.69,0.33233203572844155,0.6676679642715585,0.0
0.24,0.105,0.655,0.335327710642778,0.6646722893572221,0.0
0.24,0.14,0.62,0.33532771064277767,0.6646722893572223,0.0
0.245,0.17,0.585,0.3353277106427775,0.6646722893572226,0.0
0.245,0.205,0.55,0.3353277106427775,0.6646722893572226,0.0
0.245,0.24,0.515,0.33532771064277817,0.6646722893572219,0.0
0.24,0.275,0.485,0.3353277106427775,0.6646722893572226,0.0
0.24,0.31,0.45,0.3353277106427775,0.6646722893572226,0.0
0.24,0.345,0.415,0.3353277106427772,0.6646722893572229,0.0
0.24,0.38,0.38,0.3353277106427775,0.6646722893572226,0.0
0.24,0.415,0.345,0.33532771064277767,0.6646722893572223,0.0
0.24,0.45,0.31,0.33532771064277767,0.6646722893572223,0.0
0.24,0.485,0.275,0.33532771064277767,0.6646722893572223,0.0
0.245,0.515,0.24,0.24207196013249582,0.5629280398209777,0.19500000004652643
0.245,0.55,0.205,0.23619478245405257,0.5700452175036765,0.1937600000422709
0.245,0.585,0.17,0.2370476697464705,0.5712923302110535,0.19166000004247596
0.24,0.62,0.14,0.236194782454053,0.5700452175036762,0.19376000004227079
0.24,0.655,0.105,0.23597714270918352,0.5921828572551021,0.1718400000357143
0.24,0.69,0.07,0.3323320357284418,0.6676679642715583,0.0
0.24,0.725,0.035,0.3353277106427775,0.6646722893572226,0.0
0.24,0.76,0.0,0.3323320357284418,0.6676679642715583,0.0
0.275,0.0,0.725,1.0,0.0,0.0
0.275,0.035,0.69,0.33233203572844205,0.6676679642715581,0.0
0.275,0.07,0.655,0.3323320357284423,0.6676679642715578,0.0
0.275,0.105,0.62,0.33233203572844205,0.6676679642715581,0.0
0.275,0.14,0.585,0.3353277106427775,0.6646722893572226,0.0
0.28,0.17,0.55,0.33532771064277767,0.6646722893572223,0.0
0.28,0.205,0.515,0.33532771064277817,0.6646722893572219,0.0
0.275,0.24,0.485,0.33532771064277767,0.6646722893572223,0.0
0.275,0.275,0.45,0.3353277106427775,0.6646722893572226,0.0
0.275,0.31,0.415,0.335327710642778,0.6646722893572221,0.0
0.275,0.345,0.38,0.335327710642778,0.6646722893572221,0.0
0.275,0.38,0.345,0.33233203572844155,0.6676679642715585,0.0
0.275,0.415,0.31,0.335327710642778,0.6646722893572221,0.0
0.275,0.45,0.275,0.23917235278114096,0.5733676471759668,0.18746000004289237
0.275,0.485,0.24,0.3323320357284418,0.6676679642715583,0.0
0.28,0.515,0.205,0.3323320357284418,0.6676679642715583,0.0
0.28,0.55,0.17,0.33532771064277767,0.6646722893572223,0.0
0.275,0.585,0.14,0.33233203572844205,0.6676679642715581,0.0
0.275,0.62,0.105,0.335327710642778,0.6646722893572221,0.0
0.275,0.655,0.07,0.3353277106427775,0.6646722893572226,0.0
0.275,0.69,0.035,0.3353277106427775,0.6646722893572226,0.0
0.275,0.725,0.0,0.33233203572844155,0.6676679642715585,0.0
0.31,0.0,0.69,1.0,0.0,0.0
0.31,0.035,0.655,0.33233203572844205,0.6676679642715581,0.0
0.31,0.07,0.62,0.33233203572844155,0.6676679642715585,0.0
0.31,0.105,0.585,0.33233203572844205,0.6676679642715581,0.0
0.31,0.14,0.55,0.33233203572844205,0.6676679642715581,0.0
0.315,0.17,0.515,0.33233203572844155,0.6676679642715585,0.0
0.31,0.205,0.485,0.33532771064277817,0.6646722893572219,0.0
0.31,0.24,0.45,0.33532771064277767,0.6646722893572223,0.0
0.31,0.275,0.415,0.3353277106427775,0.6646722893572226,0.0
0.31,0.31,0.38,0.3323320357284418,0.6676679642715583,0.0
0.31,0.345,0.345,0.3353277106427775,0.6646722893572226,0.0
0.31,0.38,0.31,0.335327710642778,0.6646722893572221,0.0
0.31,0.415,0.275,0.3353277106427775,0.6646722893572226,0.0
0.31,0.45,0.24,0.3353277106427775,0.6646722893572226,0.0
0.31,0.485,0.205,0.33532771064277767,0.6646722893572223,0.0
0.315,0.515,0.17,0.24035405389384956,0.5863559460662239,0.1732900000399266
0.31,0.55,0.14,0.3353277106427785,0.6646722893572216,0.0
0.31,0.585,0.105,0.3353277106427775,0.6646722893572226,0.0
0.31,0.62,0.07,0.3353277106427775,0.6646722893572226,0.0
0.31,0.655,0.035,0.33532771064277767,0.6646722893572223,0.0
0.31,0.69,0.0,0.33233203572844283,0.6676679642715572,0.0
0.345,0.0,0.655,1.0,0.0,0.0
0.345,0.035,0.62,0.33532771064277905,0.664672289357221,0.0
0.345,0.07,0.585,0.33233203572844205,0.6676679642715581,0.0
0.345,0.105,0.55,0.33233203572844155,0.6676679642715585,0.0
0.345,0.14,0.515,0.33233203572844205,0.6676679642715581,0.0
0.345,0.17,0.485,0.3323320357284423,0.6676679642715578,0.0
0.345,0.205,0.45,0.335327710642778,0.6646722893572221,0.0
0.345,0.24,0.415,0.3353277106427775,0.6646722893572226,0.0
0.345,0.275,0.38,0.335327710642778,0.6646722893572221,0.0
0.345,0.31,0.345,0.33532771064277767,0.6646722893572223,0.0
0.345,0.345,0.31,0.3353277106427775,0.6646722893572226,0.0
0.345,0.38,0.275,0.3353277106427775,0.6646722893572226,0.0
0.345,0.415,0.24,0.335327710642777,0.664672289357223,0.0
0.345,0.45,0.205,0.3353277106427775,0.6646722893572226,0.0
0.345,0.485,0.17,0.3353277106427775,0.6646722893572226,0.0
0.345,0.515,0.14,0.3353277106427772,0.6646722893572229,0.0
0.345,0.55,0.105,0.335327710642777,0.664672289357223,0.0
0.345,0.585,0.07,0.335327710642777,0.664672289357223,0.0
0.345,0.62,0.035,0.3323320357284418,0.6676679642715583,0.0
0.345,0.655,0.0,0.3353277106427772,0.6646722893572229,0.0
0.38,0.0,0.62,1.0,0.0,0.0
0.38,0.035,0.585,0.3353277106427775,0.6646722893572226,0.0
0.38,0.07,0.55,0.33233203572844283,0.6676679642715572,0.0
0.38,0.105,0.515,0.33233203572844205,0.6676679642715581,0.0
0.375,0.14,0.485,0.33233203572844155,0.6676679642715585,0.0
0.38,0.17,0.45,0.3323320357284423,0.6676679642715578,0.0
0.38,0.205,0.415,0.33532771064277767,0.6646722893572223,0.0
0.38,0.24,0.38,0.3353277106427772,0.6646722893572229,0.0
0.38,0.275,0.345,0.3353277106427775,0.6646722893572226,0.0
0.38,0.31,0.31,0.3353277106427772,0.6646722893572229,0.0
0.38,0.345,0.275,0.3353277106427772,0.6646722893572229,0.0
0.38,0.38,0.24,0.3353277106427775,0.6646722893572226,0.0
0.38,0.415,0.205,0.3353277106427785,0.6646722893572216,0.0
0.38,0.45,0.17,0.3353277106427775,0.6646722893572226,0.0
0.375,0.485,0.14,0.33233203572844155,0.6676679642715585,0.0
0.38,0.515,0.105,0.33233203572844205,0.6676679642715581,0.0
0.38,0.55,0.07,0.33233203572844205,0.6676679642715581,0.0
0.38,0.585,0.035,0.3323320357284418,0.6676679642715583,0.0
0.38,0.62,0.0,0.3353277106427767,0.6646722893572233,0.0
0.415,0.0,0.585,1.0,0.0,0.0
0.415,0.035,0.55,0.3323320357284423,0.6676679642715578,0.0
0.415,0.07,0.515,0.33233203572844155,0.6676679642715585,0.0
0.41,0.105,0.485,0.3323320357284413,0.6676679642715588,0.0
0.41,0.14,0.45,0.335327710642777,0.664672289357223,0.0
0.415,0.17,0.415,0.3353277106427775,0.6646722893572226,0.0
0.415,0.205,0.38,0.335327710642778,0.6646722893572221,0.0
0.415,0.24,0.345,0.3353277106427775,0.6646722893572226,0.0
0.415,0.275,0.31,0.3323320357284418,0.6676679642715583,0.0
0.415,0.31,0.275,0.3353277106427772,0.6646722893572229,0.0
0.415,0.345,0.24,0.3323320357284423,0.6676679642715578,0.0
0.415,0.38,0.205,0.3323320357284413,0.6676679642715588,0.0
0.415,0.415,0.17,0.335327710642777,0.664672289357223,0.0
0.41,0.45,0.14,0.33233203572844205,0.6676679642715581,0.0
0.41,0.485,0.105,0.3323320357284418,0.6676679642715583,0.0
0.415,0.515,0.07,0.3323320357284418,0.6676679642715583,0.0
0.415,0.55,0.035,0.3323320357284413,0.6676679642715588,0.0
0.415,0.585,0.0,0.3353277106427775,0.6646722893572226,0.0
0.45,0.0,0.55,1.0,0.0,0.0
0.45,0.035,0.515,0.33233203572844155,0.6676679642715585,0.0
0.445,0.07,0.485,0.3353277106427775,0.6646722893572226,0.0
0.445,0.105,0.45,0.3353277106427767,0.6646722893572233,0.0
0.445,0.14,0.415,0.3323320357284418,0.6676679642715583,0.0
0.45,0.17,0.38,0.3323320357284418,0.6676679642715583,0.0
0.45,0.205,0.345,0.33532771064277767,0.6646722893572223,0.0
0.45,0.24,0.31,0.3323320357284418,0.6676679642715583,0.0
0.45,0.275,0.275,0.3353277106427775,0.6646722893572226,0.0
0.45,0.31,0.24,0.3323320357284423,0.6676679642715578,0.0
0.45,0.345,0.205,0.33233203572844205,0.6676679642715581,0.0
0.45,0.38,0.17,0.3323320357284418,0.6676679642715583,0.0
0.445,0.415,0.14,0.33233203572844205,0.6676679642715581,0.0
0.445,0.45,0.105,0.3353277106427775,0.6646722893572226,0.0
0.445,0.485,0.07,0.33233203572844155,0.6676679642715585,0.0
0.45,0.515,0.035,0.33233203572844155,0.6676679642715585,0.0
0.45,0.55,0.0,0.33532771064277767,0.6646722893572223,0.0
0.485,0.0,0.515,1.0,0.0,0.0
0.48,0.035,0.485,0.3323320357284418,0.6676679642715583,0.0
0.48,0.07,0.45,0.335327710642778,0.6646722893572221,0.0
0.48,0.105,0.415,0.3323320357284418,0.6676679642715583,0.0
0.48,0.14,0.38,0.33532771064277767,0.6646722893572223,0.0
0.485,0.17,0.345,0.3323320357284413,0.6676679642715588,0.0
0.485,0.205,0.31,0.33233203572844155,0.6676679642715585,0.0
0.485,0.24,0.275,0.3323320357284418,0.6676679642715583,0.0
0.485,0.275,0.24,0.3323320357284418,0.6676679642715583,0.0
0.485,0.31,0.205,0.33233203572844155,0.6676679642715585,0.0
0.485,0.345,0.17,0.3323320357284413,0.6676679642715588,0.0
0.48,0.38,0.14,0.3323320357284418,0.6676679642715583,0.0
0.48,0.415,0.105,0.33233203572844205,0.6676679642715581,0.0
0.48,0.45,0.07,0.5468116027579931,0.3804283970797907,0.07276000016221616
0.48,0.485,0.035,0.3323320357284413,0.6676679642715588,0.0
0.485,0.515,0.0,0.33532771064277767,0.6646722893572223,0.0
0.515,0.0,0.485,1.0,0.0,0.0
0.515,0.035,0.45,0.3353277106427775,0.6646722893572226,0.0
0.515,0.07,0.415,0.33233203572844255,0.6676679642715575,0.0
0.515,0.105,0.38,0.3353277106427775,0.6646722893572226,0.0
0.515,0.14,0.345,0.3353277106427775,0.6646722893572226,0.0
0.52,0.17,0.31,0.3353277106427785,0.6646722893572216,0.0
0.52,0.205,0.275,0.33233203572844155,0.6676679642715585,0.0
0.52,0.24,0.24,0.3323320357284423,0.6676679642715578,0.0
0.52,0.275,0.205,0.3323320357284413,0.6676679642715588,0.0
0.52,0.31,0.17,0.3323320357284418,0.6676679642715583,0.0
0.515,0.345,0.14,0.3323320357284418,0.6676679642715583,0.0
0.515,0.38,0.105,0.5810858820412304,0.35885411776759085,0.0600600001911788
0.515,0.415,0.07,0.5721376741103268,0.3602223257055629,0.06764000018411027
0.515,0.45,0.035,0.335327710642778,0.6646722893572221,0.0
0.515,0.485,0.0,0.3353277106427775,0.6646722893572226,0.0
0.55,0.0,0.45,1.0,0.0,0.0
0.55,0.035,0.415,0.33233203572844205,0.6676679642715581,0.0
0.55,0.07,0.38,0.33532771064277817,0.6646722893572219,0.0
0.55,0.105,0.345,0.33532771064277767,0.6646722893572223,0.0
0.55,0.14,0.31,0.33532771064277767,0.6646722893572223,0.0
0.555,0.17,0.275,0.3323320357284413,0.6676679642715588,0.0
0.555,0.205,0.24,0.3323320357284423,0.6676679642715578,0.0
0.555,0.24,0.205,0.33233203572844155,0.6676679642715585,0.0
0.555,0.275,0.17,0.33233203572844205,0.6676679642715581,0.0
0.55,0.31,0.14,0.3323320357284418,0.6676679642715583,0.0
0.55,0.345,0.105,0.3323320357284418,0.6676679642715583,0.0
0.55,0.38,0.07,0.5680306611735007,0.3683293386465365,0.06364000017996291
0.55,0.415,0.035,0.3353277106427775,0.6646722893572226,0.0
0.55,0.45,0.0,0.33532771064277767,0.6646722893572223,0.0
0.585,0.0,0.415,1.0,0.0,0.0
0.585,0.035,0.38,0.33532771064277767,0.6646722893572223,0.0
0.585,0.07,0.345,0.3353277106427775,0.6646722893572226,0.0
0.585,0.105,0.31,0.33532771064277767,0.6646722893572223,0.0
0.585,0.14,0.275,0.33233203572844255,0.6676679642715575,0.0
0.59,0.17,0.24,0.33233203572844067,0.6676679642715594,0.0
0.59,0.205,0.205,0.3323320357284418,0.6676679642715583,0.0
0.59,0.24,0.17,0.33233203572844205,0.6676679642715581,0.0
0.585,0.275,0.14,0.3323320357284418,0.6676679642715583,0.0
0.585,0.31,0.105,0.3353277106427767,0.6646722893572233,0.0
0.585,0.345,0.07,0.5468116027579933,0.38042839707979065,0.07276000016221608
0.585,0.38,0.035,0.5810858820412302,0.35885411776759096,0.06006000019117881
0.585,0.415,0.0,0.335327710642777,0.664672289357223,0.0
0.62,0.0,0.38,1.0,0.0,0.0
0.62,0.035,0.345,0.33532771064277767,0.6646722893572223,0.0
0.62,0.07,0.31,0.33233203572844283,0.6676679642715572,0.0
0.62,0.105,0.275,0.3323320357284418,0.6676679642715583,0.0
0.62,0.14,0.24,0.3323320357284413,0.6676679642715588,0.0
0.625,0.17,0.205,0.3323320357284418,0.6676679642715583,0.0
0.625,0.205,0.17,0.33233203572844205,0.6676679642715581,0.0
0.62,0.24,0.14,0.3323320357284418,0.6676679642715583,0.0
0.62,0.275,0.105,0.3323320357284418,0.6676679642715583,0.0
0.62,0.31,0.07,0.5468116027579949,0.3804283970797898,0.0727600001622153
0.62,0.345,0.035,0.5656827796177709,0.3651272202036549,0.0691900001785742
0.62,0.38,0.0,0.335327710642778,0.6646722893572221,0.0
0.655,0.0,0.345,1.0,0.0,0.0
0.655,0.035,0.31,0.3353277106427767,0.6646722893572233,0.0
0.655,0.07,0.275,0.3323320357284418,0.6676679642715583,0.0
0.655,0.105,0.24,0.3323320357284423,0.6676679642715578,0.0
0.655,0.14,0.205,0.33233203572844155,0.6676679642715585,0.0
0.66,0.17,0.17,0.3323320357284418,0.6676679642715583,0.0
0.655,0.205,0.14,0.33233203572844205,0.6676679642715581,0.0
0.655,0.24,0.105,0.3323320357284418,0.6676679642715583,0.0
0.655,0.275,0.07,0.5468116027579947,0.38042839707979,0.07276000016221543
0.655,0.31,0.035,0.33233203572844155,0.6676679642715585,0.0
0.655,0.345,0.0,0.33532771064277767,0.6646722893572223,0.0
0.69,0.0,0.31,1.0,0.0,0.0
0.69,0.035,0.275,0.3323320357284418,0.6676679642715583,0.0
0.69,0.07,0.24,0.33233203572844205,0.6676679642715581,0.0
0.69,0.105,0.205,0.3323320357284423,0.6676679642715578,0.0
0.69,0.14,0.17,0.33233203572844205,0.6676679642715581,0.0
0.69,0.17,0.14,0.33233203572844205,0.6676679642715581,0.0
0.69,0.205,0.105,0.3323320357284418,0.6676679642715583,0.0
0.69,0.24,0.07,0.5721376741103255,0.36022232570556334,0.06764000018411118
0.69,0.275,0.035,0.3323320357284418,0.6676679642715583,0.0
0.69,0.31,0.0,0.3353277106427775,0.6646722893572226,0.0
0.725,0.0,0.275,1.0,0.0,0.0
0.725,0.035,0.24,0.3323320357284413,0.6676679642715588,0.0
